transaction_id,store_id,store_type,date,customers_count,revenue,avg_bill_value
12832,49,Food,2025-10-24,4,1384,346
12833,26,Clothing,2025-11-16,8,5094,636
12834,7,Clothing,2025-12-29,16,6995,437
12835,23,Salon,2025-11-12,5,2851,570
12836,10,Salon,2025-12-28,7,4170,595
12837,15,Clothing,2025-10-20,9,4225,469
12838,19,Clothing,2026-01-14,9,4445,493
12839,36,Food,2026-03-06,2,1511,755
12840,10,Salon,2025-05-11,2,2122,1061
12841,10,Salon,2026-02-04,2,2156,1078
12842,26,Clothing,2025-10-22,3,2245,748
12843,33,Cinema,2026-04-15,5,3063,612
12844,42,Electronics,2025-11-11,16,7595,474
12845,18,Food,2025-10-18,1,965,965
12846,30,Clothing,2025-09-26,2,1963,981
12847,37,Salon,2026-01-03,10,4958,495
12848,15,Clothing,2025-11-10,7,4872,696
12849,13,Food,2025-06-01,3,2741,913
12850,8,Cinema,2025-10-12,4,2548,637
12851,33,Cinema,2025-09-14,8,4933,616
12852,17,Food,2025-06-15,3,2947,982
12853,32,Furniture,2026-04-03,21,16453,783
12854,12,Electronics,2026-01-20,24,11638,484
12855,46,Clothing,2025-07-22,4,3403,850
12856,26,Clothing,2025-06-21,10,4232,423
12857,49,Food,2025-04-26,1,1257,1257
12858,4,Food,2025-11-14,1,1128,1128
12859,9,Salon,2026-04-09,5,2471,494
12860,49,Food,2026-02-26,5,1657,331
12861,47,Clothing,2025-11-18,17,6917,406
12862,33,Cinema,2025-12-04,5,2372,474
12863,42,Electronics,2025-07-03,46,13200,286
12864,48,Furniture,2025-10-26,40,28727,718
12865,42,Electronics,2026-01-25,19,8687,457
12866,32,Furniture,2025-10-25,116,28733,247
12867,50,Food,2026-03-15,2,1621,810
12868,15,Clothing,2025-04-28,3,2599,866
12869,9,Salon,2025-12-12,8,2592,324
12870,49,Food,2025-07-27,2,1613,806
12871,23,Salon,2025-10-30,4,2028,507
12872,6,Salon,2026-01-29,1,1418,1418
12873,26,Clothing,2026-03-23,10,8444,844
12874,36,Food,2025-12-23,4,2515,628
12875,7,Clothing,2025-07-25,6,5326,887
12876,38,Clothing,2025-07-04,10,6847,684
12877,32,Furniture,2025-07-07,32,13757,429
12878,21,Food,2026-04-16,2,1239,619
12879,20,Cinema,2025-04-21,10,2965,296
12880,38,Clothing,2026-01-03,9,4075,452
12881,6,Salon,2025-07-18,2,2082,1041
12882,38,Clothing,2025-05-24,9,5469,607
12883,41,Cinema,2026-02-12,5,1973,394
12884,24,Electronics,2025-07-31,12,7024,585
12885,34,Furniture,2025-08-23,59,41341,700
12886,36,Food,2025-08-13,3,1651,550
12887,30,Clothing,2025-11-12,6,3290,548
12888,6,Salon,2025-12-26,2,1800,900
12889,32,Furniture,2025-12-17,18,7347,408
12890,48,Furniture,2025-11-04,95,29490,310
12891,11,Furniture,2026-03-02,22,10431,474
12892,39,Salon,2026-04-15,3,2167,722
12893,39,Salon,2025-06-17,6,2662,443
12894,4,Food,2025-07-21,1,798,798
12895,17,Food,2025-07-05,2,1276,638
12896,37,Salon,2026-01-01,2,2331,1165
12897,15,Clothing,2025-05-17,4,2282,570
12898,49,Food,2025-09-27,3,1761,587
12899,8,Cinema,2026-03-17,3,2306,768
12900,49,Food,2025-05-10,7,2004,286
12901,12,Electronics,2025-08-22,30,12890,429
12902,9,Salon,2025-10-21,3,1632,544
12903,14,Salon,2025-06-10,1,911,911
12904,15,Clothing,2026-03-12,9,4929,547
12905,42,Electronics,2025-11-24,30,22510,750
12906,5,Food,2025-10-18,3,2718,906
12907,30,Clothing,2025-09-24,3,2329,776
12908,8,Cinema,2025-07-19,5,1644,328
12909,20,Cinema,2025-10-02,6,5153,858
12910,48,Furniture,2025-09-01,91,26264,288
12911,2,Food,2025-05-25,2,2229,1114
12912,32,Furniture,2026-02-27,40,15045,376
12913,23,Salon,2025-05-02,2,1682,841
12914,41,Cinema,2026-03-02,5,3644,728
12915,37,Salon,2026-01-14,4,3052,763
12916,11,Furniture,2025-09-21,87,40151,461
12917,14,Salon,2026-04-13,2,1561,780
12918,42,Electronics,2025-10-09,38,8850,232
12919,49,Food,2025-07-04,1,439,439
12920,8,Cinema,2025-09-04,4,1524,381
12921,49,Food,2025-07-26,6,2056,342
12922,34,Furniture,2025-09-15,32,19162,598
12923,25,Electronics,2025-08-28,37,9140,247
12924,1,Salon,2026-01-23,3,2334,778
12925,14,Salon,2025-05-23,2,1648,824
12926,43,Clothing,2026-01-10,9,3486,387
12927,19,Clothing,2025-07-11,11,3953,359
12928,36,Food,2025-12-06,5,1480,296
12929,48,Furniture,2025-06-14,51,25916,508
12930,34,Furniture,2026-01-02,52,28996,557
12931,7,Clothing,2026-01-27,7,4588,655
12932,37,Salon,2025-12-22,5,1564,312
12933,45,Food,2026-03-10,2,1182,591
12934,30,Clothing,2026-01-08,17,4455,262
12935,36,Food,2025-11-03,2,1657,828
12936,27,Salon,2026-02-25,2,1800,900
12937,20,Cinema,2025-05-01,3,2431,810
12938,18,Food,2026-01-13,7,1604,229
12939,14,Salon,2026-04-05,3,1348,449
12940,15,Clothing,2025-09-23,13,4641,357
12941,14,Salon,2026-03-03,2,709,354
12942,46,Clothing,2025-08-11,3,2263,754
12943,9,Salon,2025-05-16,3,2378,792
12944,45,Food,2026-01-29,3,1762,587
12945,35,Food,2026-01-19,3,1943,647
12946,25,Electronics,2026-01-04,69,17556,254
12947,46,Clothing,2026-03-16,6,3611,601
12948,49,Food,2026-04-15,7,2296,328
12949,21,Food,2025-11-29,3,1991,663
12950,28,Clothing,2025-08-24,5,2979,595
12951,13,Food,2025-12-08,3,1139,379
12952,5,Food,2025-08-12,6,1637,272
12953,47,Clothing,2026-02-18,9,4811,534
12954,40,Cinema,2025-09-03,4,3615,903
12955,11,Furniture,2026-01-14,27,13894,514
12956,50,Food,2026-04-13,2,1548,774
12957,37,Salon,2025-06-18,4,2761,690
12958,12,Electronics,2025-05-19,26,12793,492
12959,28,Clothing,2025-05-28,6,4041,673
12960,24,Electronics,2025-08-01,19,10155,534
12961,23,Salon,2025-07-03,3,1461,487
12962,10,Salon,2025-04-23,4,2146,536
12963,42,Electronics,2025-12-12,13,6034,464
12964,28,Clothing,2025-05-09,8,3567,445
12965,45,Food,2026-04-07,3,2590,863
12966,11,Furniture,2026-02-24,23,15538,675
12967,3,Food,2026-01-16,2,2231,1115
12968,48,Furniture,2025-08-04,52,14990,288
12969,10,Salon,2025-12-08,12,2747,228
12970,41,Cinema,2025-09-24,2,2029,1014
12971,7,Clothing,2025-12-09,10,4846,484
12972,11,Furniture,2025-06-01,45,27920,620
12973,41,Cinema,2025-07-15,7,2925,417
12974,25,Electronics,2026-01-22,13,8859,681
12975,32,Furniture,2025-09-20,65,28324,435
12976,12,Electronics,2026-01-17,10,5565,556
12977,43,Clothing,2026-01-04,19,7985,420
12978,3,Food,2025-10-04,5,1775,355
12979,32,Furniture,2025-06-02,142,29855,210
12980,27,Salon,2025-09-22,2,2112,1056
12981,10,Salon,2025-05-06,3,2349,783
12982,27,Salon,2025-06-15,2,1684,842
12983,1,Salon,2025-09-26,7,2205,315
12984,6,Salon,2025-06-23,2,1759,879
12985,14,Salon,2026-03-24,3,1869,623
12986,19,Clothing,2026-01-23,14,6471,462
12987,2,Food,2026-01-05,3,2336,778
12988,8,Cinema,2025-07-20,8,3502,437
12989,1,Salon,2026-03-25,6,1816,302
12990,32,Furniture,2025-11-30,95,27615,290
12991,13,Food,2025-11-20,6,1864,310
12992,20,Cinema,2025-09-04,3,1448,482
12993,34,Furniture,2026-01-26,6,4585,764
12994,12,Electronics,2025-11-04,8,6703,837
12995,4,Food,2026-01-25,4,1660,415
12996,36,Food,2026-04-03,1,720,720
12997,26,Clothing,2026-01-27,6,4604,767
12998,42,Electronics,2025-08-19,35,17537,501
12999,20,Cinema,2025-10-16,2,1849,924
13000,44,Salon,2025-06-19,4,2555,638
13001,37,Salon,2025-10-01,1,955,955
13002,30,Clothing,2025-10-18,17,4871,286
13003,12,Electronics,2025-07-17,17,8472,498
13004,47,Clothing,2025-07-06,14,6301,450
13005,11,Furniture,2026-01-08,57,23934,419
13006,12,Electronics,2025-08-09,20,13575,678
13007,13,Food,2025-06-21,7,1500,214
13008,49,Food,2026-03-24,2,961,480
13009,28,Clothing,2025-06-22,4,3003,750
13010,48,Furniture,2025-12-06,82,43165,526
13011,43,Clothing,2025-11-03,9,5372,596
13012,34,Furniture,2025-04-22,44,10783,245
13013,6,Salon,2026-04-19,8,3335,416
13014,44,Salon,2025-10-24,3,1680,560
13015,1,Salon,2026-03-20,4,2929,732
13016,27,Salon,2025-06-18,4,2358,589
13017,27,Salon,2025-10-17,6,1586,264
13018,45,Food,2025-08-18,6,1297,216
13019,35,Food,2026-04-03,3,1161,387
13020,36,Food,2025-08-28,4,2460,615
13021,6,Salon,2025-10-23,1,100,100
13022,12,Electronics,2025-05-18,15,8819,587
13023,13,Food,2025-05-16,1,474,474
13024,19,Clothing,2026-04-11,13,9272,713
13025,29,Salon,2026-04-17,3,2464,821
13026,4,Food,2025-12-26,2,1876,938
13027,49,Food,2025-04-24,2,977,488
13028,26,Clothing,2025-05-27,6,2506,417
13029,38,Clothing,2026-04-04,17,4595,270
13030,41,Cinema,2025-11-30,6,3242,540
13031,43,Clothing,2025-10-10,14,3997,285
13032,14,Salon,2025-09-22,4,2230,557
13033,24,Electronics,2025-10-13,21,8107,386
13034,8,Cinema,2025-12-29,7,3428,489
13035,17,Food,2026-03-11,4,1612,403
13036,24,Electronics,2025-10-05,39,16634,426
13037,41,Cinema,2025-08-14,4,3174,793
13038,49,Food,2026-02-19,2,2025,1012
13039,46,Clothing,2026-03-17,5,3128,625
13040,31,Clothing,2026-04-19,5,2603,520
13041,5,Food,2025-12-19,3,1274,424
13042,42,Electronics,2025-12-19,17,13678,804
13043,26,Clothing,2025-10-03,8,5171,646
13044,39,Salon,2025-06-04,4,1269,317
13045,28,Clothing,2025-11-02,6,4491,748
13046,7,Clothing,2025-11-08,7,4828,689
13047,22,Food,2025-04-25,2,1488,744
13048,48,Furniture,2025-05-14,30,20507,683
13049,39,Salon,2025-05-13,2,1809,904
13050,12,Electronics,2025-09-08,14,7146,510
13051,42,Electronics,2025-10-17,20,9879,493
13052,9,Salon,2026-01-31,5,2026,405
13053,29,Salon,2025-07-22,6,2127,354
13054,27,Salon,2025-06-14,8,3199,399
13055,38,Clothing,2025-10-07,5,2936,587
13056,12,Electronics,2025-05-12,26,7096,272
13057,39,Salon,2025-12-07,5,2918,583
13058,38,Clothing,2026-03-29,9,4761,529
13059,23,Salon,2025-06-05,4,1956,489
13060,1,Salon,2025-12-11,5,3012,602
13061,50,Food,2026-02-16,2,1604,802
13062,8,Cinema,2025-09-19,7,3834,547
13063,25,Electronics,2025-04-30,27,7522,278
13064,19,Clothing,2025-08-08,5,3942,788
13065,47,Clothing,2025-11-04,1,250,250
13066,34,Furniture,2025-12-29,38,13104,344
13067,33,Cinema,2025-05-25,6,1640,273
13068,18,Food,2025-04-28,5,1080,216
13069,40,Cinema,2025-07-14,2,1655,827
13070,8,Cinema,2026-01-27,5,3567,713
13071,15,Clothing,2026-04-05,4,3432,858
13072,34,Furniture,2025-08-05,34,14417,424
13073,17,Food,2025-07-02,4,1069,267
13074,25,Electronics,2025-04-29,1,100,100
13075,16,Cinema,2026-03-24,4,3231,807
13076,24,Electronics,2026-01-05,9,3201,355
13077,6,Salon,2025-08-13,4,2965,741
13078,30,Clothing,2025-07-13,17,5055,297
13079,35,Food,2025-08-15,2,1515,757
13080,10,Salon,2025-05-03,10,3109,310
13081,30,Clothing,2025-07-16,5,2822,564
13082,39,Salon,2026-04-08,2,1955,977
13083,38,Clothing,2026-03-05,6,3475,579
13084,36,Food,2025-10-30,1,1246,1246
13085,48,Furniture,2025-06-07,45,23829,529
13086,32,Furniture,2025-05-07,23,13198,573
13087,17,Food,2025-04-25,2,1445,722
13088,38,Clothing,2026-03-10,1,951,951
13089,44,Salon,2025-07-28,4,3484,871
13090,5,Food,2026-02-01,4,1930,482
13091,33,Cinema,2025-08-12,9,2430,270
13092,5,Food,2025-12-08,1,838,838
13093,29,Salon,2026-04-16,3,2177,725
13094,48,Furniture,2026-01-05,39,24995,640
13095,36,Food,2026-03-29,2,1580,790
13096,46,Clothing,2026-03-25,12,4915,409
13097,25,Electronics,2026-03-09,28,15240,544
13098,31,Clothing,2026-01-28,7,4032,576
13099,47,Clothing,2025-08-30,22,4849,220
13100,10,Salon,2025-06-28,8,4033,504
13101,2,Food,2025-04-27,10,2394,239
13102,12,Electronics,2026-03-03,17,13108,771
13103,37,Salon,2026-02-27,2,1110,555
13104,24,Electronics,2026-02-02,42,11677,278
13105,25,Electronics,2026-03-01,29,22590,778
13106,41,Cinema,2025-05-23,4,2047,511
13107,20,Cinema,2025-10-10,5,1895,379
13108,20,Cinema,2025-09-28,10,5625,562
13109,22,Food,2025-04-28,4,1242,310
13110,1,Salon,2025-10-20,3,2248,749
13111,16,Cinema,2025-11-27,6,1979,329
13112,18,Food,2026-04-17,1,861,861
13113,48,Furniture,2025-10-16,28,14362,512
13114,32,Furniture,2025-09-25,38,20959,551
13115,26,Clothing,2025-10-07,16,5243,327
13116,35,Food,2025-10-07,6,1787,297
13117,40,Cinema,2025-07-23,6,4144,690
13118,15,Clothing,2025-06-29,13,5047,388
13119,3,Food,2025-07-28,1,481,481
13120,6,Salon,2026-02-16,1,777,777
13121,34,Furniture,2026-02-12,76,38695,509
13122,44,Salon,2025-08-07,3,1949,649
13123,3,Food,2025-08-12,3,1228,409
13124,5,Food,2025-10-16,5,1543,308
13125,49,Food,2026-02-25,9,2343,260
13126,27,Salon,2025-05-19,2,1931,965
13127,39,Salon,2026-02-16,2,1318,659
13128,41,Cinema,2025-11-24,5,2684,536
13129,4,Food,2025-05-03,1,215,215
13130,34,Furniture,2025-12-02,86,33098,384
13131,41,Cinema,2026-04-19,12,5404,450
13132,26,Clothing,2026-02-05,9,3934,437
13133,50,Food,2025-05-25,9,3013,334
13134,2,Food,2025-08-19,2,1241,620
13135,16,Cinema,2025-11-03,12,3948,329
13136,6,Salon,2025-10-06,3,1360,453
13137,38,Clothing,2025-12-04,9,3002,333
13138,24,Electronics,2025-11-27,23,11453,497
13139,9,Salon,2025-05-22,8,2198,274
13140,27,Salon,2025-07-07,5,1879,375
13141,31,Clothing,2025-12-19,18,4443,246
13142,29,Salon,2026-01-11,1,339,339
13143,17,Food,2025-08-06,5,1904,380
13144,36,Food,2025-05-17,2,1956,978
13145,22,Food,2025-08-29,2,1457,728
13146,40,Cinema,2026-02-01,14,3438,245
13147,49,Food,2026-01-07,2,1085,542
13148,41,Cinema,2025-05-22,8,4117,514
13149,24,Electronics,2025-12-03,12,9299,774
13150,34,Furniture,2026-04-02,53,29786,562
13151,17,Food,2026-01-24,6,2168,361
13152,3,Food,2025-08-08,3,1601,533
13153,48,Furniture,2025-12-10,55,15032,273
13154,18,Food,2025-06-18,7,1448,206
13155,5,Food,2025-04-27,9,2116,235
13156,21,Food,2025-07-26,4,2182,545
13157,21,Food,2026-03-23,2,1157,578
13158,26,Clothing,2025-04-24,18,4049,224
13159,27,Salon,2026-03-02,2,2132,1066
13160,4,Food,2025-06-25,6,1820,303
13161,7,Clothing,2026-04-03,11,3962,360
13162,37,Salon,2025-10-17,3,2197,732
13163,29,Salon,2026-03-01,4,2492,623
13164,25,Electronics,2025-12-19,11,5562,505
13165,48,Furniture,2025-08-14,29,16711,576
13166,7,Clothing,2025-09-03,8,3265,408
13167,11,Furniture,2026-03-28,131,27103,206
13168,7,Clothing,2025-05-07,19,5129,269
13169,50,Food,2025-10-24,3,738,246
13170,49,Food,2025-05-04,2,1719,859
13171,12,Electronics,2025-07-15,21,13474,641
13172,1,Salon,2025-05-15,7,3184,454
13173,21,Food,2025-10-07,3,1647,549
13174,15,Clothing,2025-12-05,13,4037,310
13175,33,Cinema,2025-11-17,3,2778,926
13176,17,Food,2025-10-04,2,1985,992
13177,26,Clothing,2025-04-20,15,5324,354
13178,16,Cinema,2026-02-25,4,3378,844
13179,47,Clothing,2025-06-10,10,5321,532
13180,29,Salon,2025-12-09,2,1498,749
13181,39,Salon,2026-03-28,4,1934,483
13182,25,Electronics,2025-08-09,83,17936,216
13183,29,Salon,2025-06-30,5,2167,433
13184,29,Salon,2025-11-13,2,2098,1049
13185,1,Salon,2026-03-03,5,1943,388
13186,49,Food,2026-03-21,4,2319,579
13187,35,Food,2025-09-12,3,1928,642
13188,3,Food,2026-02-26,3,1714,571
13189,41,Cinema,2026-01-02,2,1476,738
13190,11,Furniture,2026-01-14,68,23396,344
13191,47,Clothing,2025-05-19,15,4139,275
13192,23,Salon,2025-10-15,2,1603,801
13193,18,Food,2025-11-04,3,1707,569
13194,39,Salon,2026-04-04,7,2758,394
13195,10,Salon,2025-10-02,2,1322,661
13196,28,Clothing,2026-04-04,23,6658,289
13197,25,Electronics,2025-05-20,44,9278,210
13198,36,Food,2025-11-25,2,1148,574
13199,35,Food,2026-01-21,4,1596,399
13200,42,Electronics,2026-02-27,20,8302,415
13201,32,Furniture,2025-10-15,90,18161,201
13202,40,Cinema,2025-07-13,5,3480,696
13203,40,Cinema,2025-08-13,1,954,954
13204,38,Clothing,2025-06-19,3,2924,974
13205,27,Salon,2026-02-20,6,2284,380
13206,35,Food,2026-01-22,1,1007,1007
13207,10,Salon,2025-05-26,11,2575,234
13208,15,Clothing,2026-02-10,4,2170,542
13209,17,Food,2025-12-13,2,490,245
13210,32,Furniture,2025-06-16,36,21622,600
13211,43,Clothing,2025-06-24,5,3058,611
13212,28,Clothing,2025-08-07,3,1589,529
13213,25,Electronics,2025-05-22,7,2025,289
13214,12,Electronics,2025-07-14,17,10259,603
13215,33,Cinema,2025-07-10,2,2006,1003
13216,48,Furniture,2026-02-14,49,33433,682
13217,9,Salon,2025-09-09,1,629,629
13218,16,Cinema,2025-10-10,5,3088,617
13219,5,Food,2026-02-26,1,710,710
13220,34,Furniture,2025-11-11,40,14346,358
13221,47,Clothing,2025-06-15,14,6475,462
13222,10,Salon,2026-03-25,3,1437,479
13223,8,Cinema,2025-10-08,14,3697,264
13224,29,Salon,2025-05-21,2,1436,718
13225,21,Food,2025-05-27,1,1401,1401
13226,25,Electronics,2025-08-04,42,11238,267
13227,43,Clothing,2026-01-06,14,5163,368
13228,12,Electronics,2025-10-15,7,5868,838
13229,11,Furniture,2025-12-12,28,8498,303
13230,3,Food,2026-03-30,4,1341,335
13231,14,Salon,2026-02-17,2,1817,908
13232,29,Salon,2025-12-01,3,1699,566
13233,24,Electronics,2025-08-07,13,7711,593
13234,2,Food,2026-01-31,5,2230,446
13235,20,Cinema,2025-12-21,7,3294,470
13236,6,Salon,2025-11-02,4,2442,610
13237,1,Salon,2025-05-06,2,2287,1143
13238,7,Clothing,2026-03-25,17,6722,395
13239,19,Clothing,2025-07-14,4,3563,890
13240,47,Clothing,2025-09-18,9,3848,427
13241,18,Food,2025-12-15,2,1088,544
13242,29,Salon,2026-01-22,2,967,483
13243,13,Food,2025-06-07,4,1643,410
13244,49,Food,2025-09-17,4,1142,285
13245,15,Clothing,2025-07-12,5,3363,672
13246,28,Clothing,2026-03-28,4,2509,627
13247,28,Clothing,2025-05-21,26,8508,327
13248,39,Salon,2025-11-07,4,2058,514
13249,20,Cinema,2025-10-02,5,3947,789
13250,20,Cinema,2025-08-29,3,2783,927
13251,6,Salon,2026-01-05,3,2272,757
13252,29,Salon,2026-03-22,2,908,454
13253,47,Clothing,2025-07-01,2,1445,722
13254,35,Food,2025-12-12,2,1173,586
13255,40,Cinema,2025-09-21,7,4573,653
13256,30,Clothing,2025-12-27,24,5787,241
13257,26,Clothing,2025-07-16,9,3587,398
13258,26,Clothing,2026-01-20,16,4015,250
13259,34,Furniture,2026-03-15,1,130,130
13260,24,Electronics,2025-11-21,13,10428,802
13261,8,Cinema,2025-06-07,3,2095,698
13262,33,Cinema,2025-07-13,9,4321,480
13263,9,Salon,2026-01-02,7,1871,267
13264,21,Food,2025-12-31,1,805,805
13265,13,Food,2026-01-03,2,1300,650
13266,39,Salon,2025-07-14,4,2001,500
13267,41,Cinema,2025-11-22,5,3311,662
13268,6,Salon,2025-05-07,8,2289,286
13269,39,Salon,2025-06-19,7,2205,315
13270,7,Clothing,2025-07-27,11,7985,725
13271,33,Cinema,2026-03-02,7,2230,318
13272,14,Salon,2026-02-16,9,2698,299
13273,22,Food,2026-02-09,5,1957,391
13274,39,Salon,2026-04-16,2,1560,780
13275,31,Clothing,2025-05-04,6,3530,588
13276,46,Clothing,2025-05-12,1,702,702
13277,35,Food,2026-02-01,6,2016,336
13278,5,Food,2025-08-09,5,2130,426
13279,3,Food,2025-08-13,4,1606,401
13280,36,Food,2025-07-18,1,949,949
13281,27,Salon,2025-05-24,3,2662,887
13282,1,Salon,2025-09-01,4,2387,596
13283,28,Clothing,2025-10-10,9,2676,297
13284,42,Electronics,2026-02-15,16,11965,747
13285,10,Salon,2025-09-30,11,2570,233
13286,14,Salon,2025-08-11,2,1551,775
13287,20,Cinema,2025-11-06,9,4660,517
13288,35,Food,2025-05-13,5,1783,356
13289,36,Food,2026-01-26,3,2432,810
13290,17,Food,2025-05-15,1,770,770
13291,25,Electronics,2025-07-19,16,10643,665
13292,31,Clothing,2026-01-08,17,5226,307
13293,19,Clothing,2025-07-06,10,4252,425
13294,27,Salon,2025-10-09,5,2745,549
13295,10,Salon,2025-11-26,4,2368,592
13296,8,Cinema,2025-07-09,5,4106,821
13297,17,Food,2026-03-18,3,2129,709
13298,8,Cinema,2025-07-27,6,3771,628
13299,27,Salon,2026-02-24,11,3474,315
13300,10,Salon,2025-05-07,2,1353,676
13301,18,Food,2025-08-24,2,1731,865
13302,32,Furniture,2025-07-20,46,29490,641
13303,22,Food,2025-09-27,3,2068,689
13304,35,Food,2025-12-16,3,1577,525
13305,22,Food,2026-03-10,1,934,934
13306,17,Food,2025-04-21,2,1326,663
13307,4,Food,2025-10-23,1,850,850
13308,8,Cinema,2025-12-24,2,1774,887
13309,9,Salon,2025-04-24,3,1856,618
13310,2,Food,2025-12-14,5,2932,586
13311,23,Salon,2026-01-26,2,1640,820
13312,23,Salon,2026-04-07,6,3107,517
13313,6,Salon,2026-02-01,7,4257,608
13314,41,Cinema,2025-10-06,6,2947,491
13315,37,Salon,2025-08-25,6,2935,489
13316,24,Electronics,2025-07-27,37,11518,311
13317,19,Clothing,2025-11-01,10,4557,455
13318,16,Cinema,2026-01-22,3,949,316
13319,6,Salon,2025-07-10,1,1208,1208
13320,47,Clothing,2026-01-06,6,1908,318
13321,30,Clothing,2025-07-14,7,5345,763
13322,24,Electronics,2025-06-21,4,1011,252
13323,15,Clothing,2025-07-27,19,5596,294
13324,6,Salon,2026-02-05,4,1531,382
13325,47,Clothing,2025-08-10,4,3649,912
13326,26,Clothing,2025-05-06,15,5697,379
13327,35,Food,2026-01-26,5,1657,331
13328,37,Salon,2025-05-25,4,2561,640
13329,47,Clothing,2025-07-21,3,1214,404
13330,42,Electronics,2025-09-18,30,8490,283
13331,29,Salon,2025-08-14,1,1146,1146
13332,41,Cinema,2025-11-22,17,4563,268
13333,43,Clothing,2026-01-22,4,2128,532
13334,34,Furniture,2025-11-03,82,23268,283
13335,24,Electronics,2025-07-02,19,8873,467
13336,30,Clothing,2025-07-24,14,5226,373
13337,47,Clothing,2026-03-27,5,2398,479
13338,43,Clothing,2025-05-27,5,2238,447
13339,2,Food,2025-05-10,7,1979,282
13340,19,Clothing,2025-05-31,10,7618,761
13341,4,Food,2026-02-13,3,2156,718
13342,32,Furniture,2025-12-31,50,34994,699
13343,13,Food,2025-10-05,3,2662,887
13344,41,Cinema,2026-04-02,11,2349,213
13345,24,Electronics,2026-01-26,27,11147,412
13346,4,Food,2025-10-28,6,1487,247
13347,6,Salon,2025-08-07,4,3721,930
13348,14,Salon,2026-02-20,3,1839,613
13349,7,Clothing,2025-08-23,26,6058,233
13350,14,Salon,2025-05-28,5,1442,288
13351,38,Clothing,2025-06-08,12,5227,435
13352,43,Clothing,2026-01-22,6,2297,382
13353,44,Salon,2025-09-05,6,2043,340
13354,43,Clothing,2025-11-20,7,5120,731
13355,14,Salon,2025-11-28,6,1787,297
13356,24,Electronics,2025-08-09,20,12942,647
13357,1,Salon,2025-07-12,11,3307,300
13358,20,Cinema,2026-03-30,5,2900,580
13359,33,Cinema,2025-10-17,1,924,924
13360,14,Salon,2026-03-15,5,2636,527
13361,6,Salon,2026-03-06,1,784,784
13362,20,Cinema,2025-08-01,8,1868,233
13363,16,Cinema,2025-11-15,7,3312,473
13364,14,Salon,2025-11-24,8,2268,283
13365,49,Food,2026-01-25,7,2503,357
13366,15,Clothing,2025-07-10,8,4346,543
13367,6,Salon,2025-07-10,7,2699,385
13368,1,Salon,2025-07-11,2,1636,818
13369,27,Salon,2025-05-16,9,2606,289
13370,50,Food,2025-05-31,12,3411,284
13371,29,Salon,2026-02-19,2,1978,989
13372,38,Clothing,2025-10-04,7,1970,281
13373,9,Salon,2025-08-02,7,1918,274
13374,21,Food,2025-08-26,10,2812,281
13375,23,Salon,2025-10-23,6,2914,485
13376,5,Food,2025-07-09,1,495,495
13377,23,Salon,2026-01-31,4,2548,637
13378,47,Clothing,2025-06-23,18,5555,308
13379,7,Clothing,2025-07-29,9,3383,375
13380,21,Food,2025-12-08,1,1548,1548
13381,11,Furniture,2026-01-19,26,18928,728
13382,46,Clothing,2026-02-04,12,4302,358
13383,46,Clothing,2025-10-25,3,1309,436
13384,16,Cinema,2026-03-09,3,2659,886
13385,14,Salon,2025-05-15,1,1182,1182
13386,23,Salon,2025-06-29,4,2022,505
13387,41,Cinema,2026-03-02,1,277,277
13388,28,Clothing,2025-12-02,12,5837,486
13389,25,Electronics,2025-08-15,27,9560,354
13390,10,Salon,2025-11-13,10,2732,273
13391,34,Furniture,2025-05-18,57,29071,510
13392,11,Furniture,2026-01-25,96,42867,446
13393,17,Food,2025-12-31,2,1745,872
13394,7,Clothing,2026-03-21,7,5499,785
13395,44,Salon,2026-01-19,2,1105,552
13396,46,Clothing,2026-03-09,11,3825,347
13397,2,Food,2025-12-25,3,1536,512
13398,32,Furniture,2025-06-23,53,22856,431
13399,30,Clothing,2025-06-01,17,6068,356
13400,19,Clothing,2026-02-22,4,2327,581
13401,28,Clothing,2025-05-02,6,3232,538
13402,47,Clothing,2025-12-06,8,6700,837
13403,6,Salon,2025-09-02,3,1862,620
13404,12,Electronics,2025-05-31,12,8412,701
13405,43,Clothing,2025-07-07,3,2816,938
13406,5,Food,2025-06-13,2,1505,752
13407,31,Clothing,2025-12-04,4,1357,339
13408,2,Food,2025-12-29,2,1192,596
13409,14,Salon,2025-05-11,3,2176,725
13410,50,Food,2025-08-30,3,2459,819
13411,50,Food,2025-12-24,1,704,704
13412,31,Clothing,2025-12-12,9,3567,396
13413,14,Salon,2026-02-27,11,3316,301
13414,21,Food,2025-12-04,2,1675,837
13415,3,Food,2025-05-13,3,1803,601
13416,33,Cinema,2025-05-04,8,4123,515
13417,14,Salon,2026-01-03,1,552,552
13418,30,Clothing,2025-04-28,2,1955,977
13419,34,Furniture,2025-07-19,61,42900,703
13420,34,Furniture,2026-02-04,73,18808,257
13421,23,Salon,2025-12-07,7,2934,419
13422,10,Salon,2025-04-24,2,1836,918
13423,39,Salon,2025-06-25,3,1257,419
13424,30,Clothing,2026-02-26,4,1874,468
13425,44,Salon,2025-09-13,23,5209,226
13426,6,Salon,2026-01-26,4,1528,382
13427,7,Clothing,2025-11-01,3,2978,992
13428,30,Clothing,2025-09-17,9,5922,658
13429,41,Cinema,2025-11-12,12,4359,363
13430,48,Furniture,2025-12-07,63,30850,489
13431,27,Salon,2025-04-27,14,3853,275
